term,term_size,overlap_size,gene_count,query_size,background_size,pvalue,overlap_genes,qvalue,score,rich_factor,gene_ratio,neg_log10_qvalue
 monoatomic ion transmembrane transport (GO:0034220),8,1,1,3,706,0.033657760779392996,ABBFA_000297,0.0740470737146646,1.1304920997988863,0.125,0.3333333333333333,1.1304920997988863
 monoatomic ion transmembrane transporter activity (GO:0015075),8,1,1,3,706,0.033657760779392996,ABBFA_000297,0.0740470737146646,1.1304920997988863,0.125,0.3333333333333333,1.1304920997988863
 monoatomic ion transport (GO:0006811),9,1,1,3,706,0.03781109418578528,ABBFA_000297,0.07562218837157056,1.1213507590821066,0.1111111111111111,0.3333333333333333,1.1213507590821066
 obsolete inorganic molecular entity transmembrane transporter activity (GO:0015318),9,1,1,3,706,0.03781109418578528,ABBFA_000297,0.07562218837157056,1.1213507590821066,0.1111111111111111,0.3333333333333333,1.1213507590821066
 regulation of biological quality (GO:0065008),12,1,1,3,706,0.05019965644023869,ABBFA_000297,0.09603412536393488,1.0175744146297947,0.08333333333333333,0.3333333333333333,1.0175744146297947
 response to chemical (GO:0042221),16,1,1,3,706,0.06655169012772533,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.0625,0.3333333333333333,0.9235459407627679
 transmembrane transporter activity (GO:0022857),17,1,1,3,706,0.07061016104021349,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.058823529411764705,0.3333333333333333,0.9235459407627679
 transmembrane transport (GO:0055085),18,1,1,3,706,0.07465685119533592,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.05555555555555555,0.3333333333333333,0.9235459407627679
 transporter activity (GO:0005215),18,1,1,3,706,0.07465685119533592,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.05555555555555555,0.3333333333333333,0.9235459407627679
 establishment of localization (GO:0051234),21,1,1,3,706,0.08672640834844743,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.047619047619047616,0.3333333333333333,0.9235459407627679
 localization (GO:0051179),21,1,1,3,706,0.08672640834844743,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.047619047619047616,0.3333333333333333,0.9235459407627679
 response to stress (GO:0006950),21,1,1,3,706,0.08672640834844743,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.047619047619047616,0.3333333333333333,0.9235459407627679
 transition metal ion binding (GO:0046914),21,1,1,3,706,0.08672640834844743,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.047619047619047616,0.3333333333333333,0.9235459407627679
 transport (GO:0006810),21,1,1,3,706,0.08672640834844743,ABBFA_000297,0.11924881147911522,0.9235459407627679,0.047619047619047616,0.3333333333333333,0.9235459407627679
 biological regulation (GO:0065007),28,1,1,3,706,0.11447957819409212,ABBFA_000297,0.1526394375921228,0.8163332428174409,0.03571428571428571,0.3333333333333333,0.8163332428174409
 metal ion binding (GO:0046872),33,1,1,3,706,0.13395515641010186,ABBFA_000297,0.1733537318248377,0.7610668047518037,0.030303030303030304,0.3333333333333333,0.7610668047518037
 cation binding (GO:0043169),35,1,1,3,706,0.14166472033029956,ABBFA_000297,0.1780927912723766,0.7493536592789743,0.02857142857142857,0.3333333333333333,0.7493536592789743
 response to stimulus (GO:0050896),40,1,1,3,706,0.16073816033884747,ABBFA_000297,0.19645775152525802,0.7067308307960232,0.025,0.3333333333333333,0.7067308307960232
 ion binding (GO:0043167),55,1,1,3,706,0.21625900337532394,ABBFA_000297,0.2571728688787636,0.5897748503580512,0.01818181818181818,0.3333333333333333,0.5897748503580512
 molecular_function (GO:0003674),89,1,1,3,706,0.33292523054668194,ABBFA_000297,0.3854923722119475,0.4139842109697936,0.011235955056179775,0.3333333333333333,0.4139842109697936
 binding (GO:0005488),99,1,1,3,706,0.3648881547224399,ABBFA_000297,0.41166868737916296,0.3854521653455177,0.010101010101010102,0.3333333333333333,0.3854521653455177
 cellular_component (GO:0005575),150,1,1,3,706,0.5121221938509927,ABBFA_000297,0.5633344132360919,0.24923371756984775,0.006666666666666667,0.3333333333333333,0.24923371756984775
 obsolete cell (GO:0005623),173,1,1,3,706,0.5702984846658375,ABBFA_000297,0.5885015937472404,0.23025235668682548,0.005780346820809248,0.3333333333333333,0.23025235668682548
 obsolete cell part (GO:0044464),173,1,1,3,706,0.5702984846658375,ABBFA_000297,0.5885015937472404,0.23025235668682548,0.005780346820809248,0.3333333333333333,0.23025235668682548
 cellular process (GO:0009987),175,1,1,3,706,0.5751265575257123,ABBFA_000297,0.5885015937472404,0.23025235668682548,0.005714285714285714,0.3333333333333333,0.23025235668682548
 biological_process (GO:0008150),190,1,1,3,706,0.6101894647152618,ABBFA_000297,0.6101894647152618,0.2145352949819197,0.005263157894736842,0.3333333333333333,0.2145352949819197
