gene1,gene2,presence_count,presence_ratio,weight,qvalue_median
ABBFA_000070,ABBFA_000388,3,1.0,0.21013633934157078,0.0
ABBFA_000070,hppD,3,1.0,0.17186265216366628,0.0
ABBFA_000071,ABBFA_000072,3,1.0,0.12825152791307534,0.0
ABBFA_000071,ABBFA_000569,3,1.0,0.1254288229827538,0.0
ABBFA_000071,ABBFA_000570,3,1.0,0.19132435643798562,0.0
ABBFA_000072,ABBFA_000107,3,1.0,0.12981120161411291,0.0
ABBFA_000072,ABBFA_000268,3,1.0,0.12094874437073251,0.0
ABBFA_000072,ABBFA_000570,3,1.0,0.2892329044577317,0.0
ABBFA_000073,ABBFA_000289,2,0.6666666666666666,0.10971971012193431,0.0
ABBFA_000073,ABBFA_000667,3,1.0,0.11852211754521863,0.0
ABBFA_000075,hutC,3,1.0,0.15755882584445655,0.0
ABBFA_000078,hutG,3,1.0,0.15058104665421787,0.0
ABBFA_000078,hutH,3,1.0,0.4067933258870175,0.0
ABBFA_000078,hutI,3,1.0,0.16650430643320988,0.0
ABBFA_000084,ABBFA_000108,2,0.6666666666666666,0.1013227975103431,0.0
ABBFA_000084,ABBFA_000394,2,0.6666666666666666,0.10323753558608584,0.0
ABBFA_000084,ABBFA_000502,3,1.0,0.13403955175120155,0.0
ABBFA_000090,ABBFA_000174,2,0.6666666666666666,0.10836014799640378,0.0
ABBFA_000091,ABBFA_000357,2,0.6666666666666666,0.10326628942224045,0.0
ABBFA_000091,ABBFA_000613,3,1.0,0.21486183725529667,0.0
ABBFA_000091,ABBFA_000720,3,1.0,0.1470669108065488,0.0
ABBFA_000098,ABBFA_000696,3,1.0,0.15222034497721657,0.0
ABBFA_000098,parE,3,1.0,0.14237868267563025,0.0
ABBFA_000107,ABBFA_000413,2,0.6666666666666666,0.1075492263788081,0.0
ABBFA_000107,ABBFA_000459,3,1.0,0.13969870238295856,0.0
ABBFA_000107,ABBFA_000666,2,0.6666666666666666,-0.10531468974067773,0.0
ABBFA_000108,ABBFA_000254,2,0.6666666666666666,0.102445522744669,0.0
ABBFA_000108,ABBFA_000262,3,1.0,0.13920491945648414,0.0
ABBFA_000108,ABBFA_000310,3,1.0,0.11628062784853084,0.0
ABBFA_000108,ABBFA_000371,2,0.6666666666666666,-0.12069612003634833,0.0
ABBFA_000121,ABBFA_000254,3,1.0,0.14365605827792016,0.0
ABBFA_000121,ABBFA_003544,3,1.0,0.10263414440458626,0.0
ABBFA_000123,ABBFA_000756,2,0.6666666666666666,0.10518233366229435,0.0
ABBFA_000125,ABBFA_000544,2,0.6666666666666666,0.10414410475455525,0.0
ABBFA_000127,ABBFA_000129,3,1.0,0.26030580842583556,0.0
ABBFA_000127,ABBFA_000131,3,1.0,0.14246913691688337,0.0
ABBFA_000127,allC,3,1.0,0.11330574603380558,0.0
ABBFA_000127,uraH,3,1.0,0.2661675015789563,0.0
ABBFA_000129,ABBFA_000131,3,1.0,0.12222444811407639,0.0
ABBFA_000129,ABBFA_000132,3,1.0,0.14642048746023048,0.0
ABBFA_000129,uraH,3,1.0,0.27346324297696917,0.0
ABBFA_000138,ABBFA_000288,2,0.6666666666666666,0.12212297898876018,0.0
ABBFA_000139,ABBFA_000173,3,1.0,0.10779884057259598,0.0
ABBFA_000139,ABBFA_000413,3,1.0,0.10353490628674385,0.0
ABBFA_000142,ABBFA_000336,3,1.0,0.21716437751811957,0.0
ABBFA_000153,ABBFA_000201,3,1.0,0.10414339160159779,0.0
ABBFA_000157,ABBFA_000274,3,1.0,0.13192920946679773,0.0
ABBFA_000157,ABBFA_000365,3,1.0,0.14456031000715305,0.0
ABBFA_000157,ABBFA_000713,2,0.6666666666666666,0.10118774222509364,0.0
ABBFA_000157,hutU,3,1.0,0.1069100021640082,0.0
ABBFA_000159,ABBFA_000755,3,1.0,0.11413332630392121,0.0
ABBFA_000160,ABBFA_000486,2,0.6666666666666666,0.11060197866041696,0.0
ABBFA_000160,ABBFA_000532,3,1.0,0.11273498486806063,0.0
ABBFA_000160,ABBFA_000710,3,1.0,0.19916829443857553,0.0
ABBFA_000164,ABBFA_000112,2,0.6666666666666666,0.10180410293130782,0.0
ABBFA_000164,ABBFA_000113,3,1.0,0.10170197941589677,0.0
ABBFA_000164,ABBFA_000367,3,1.0,0.23355736939171914,0.0
ABBFA_000164,ABBFA_000494,3,1.0,0.12300218232778329,0.0
ABBFA_000164,ABBFA_000618,3,1.0,0.22821906061076824,0.0
ABBFA_000164,ABBFA_000636,3,1.0,0.13565540937167975,0.0
ABBFA_000166,ABBFA_000167,3,1.0,0.11185666773125899,0.0
ABBFA_000175,ABBFA_000176,3,1.0,0.6295812543076996,0.0
ABBFA_000178,ABBFA_000362,3,1.0,0.16212693839618722,0.0
ABBFA_000178,ABBFA_000375,3,1.0,-0.11945134686551104,0.0
ABBFA_000178,ABBFA_000474,3,1.0,0.13603746817036413,0.0
ABBFA_000178,ABBFA_003540,3,1.0,0.12801412207454757,0.0
ABBFA_000178,acsA,3,1.0,0.1555166108721189,0.0
ABBFA_000180,ABBFA_000181,3,1.0,0.624397192760285,0.0
ABBFA_000183,ABBFA_000266,3,1.0,0.18861978200319635,0.0
ABBFA_000184,ABBFA_000338,3,1.0,0.20714698920242175,0.0
ABBFA_000184,ABBFA_000615,3,1.0,0.15122396157672957,0.0
ABBFA_000184,ABBFA_000616,3,1.0,0.18114358554188542,0.0
ABBFA_000187,ABBFA_000188,3,1.0,0.5609529127042437,0.0
ABBFA_000187,ABBFA_000252,3,1.0,0.14489653359389043,0.0
ABBFA_000187,ABBFA_000255,2,0.6666666666666666,0.12252846690015648,0.0
ABBFA_000187,ABBFA_000509,2,0.6666666666666666,0.11300947940714456,0.0
ABBFA_000188,ABBFA_000189,2,0.6666666666666666,0.11026095621120574,0.0
ABBFA_000194,ABBFA_000320,3,1.0,0.12257948012239142,0.0
ABBFA_000194,ABBFA_000594,3,1.0,0.1242471945956979,0.0
ABBFA_000194,ABBFA_000672,3,1.0,0.11891147144081611,0.0
ABBFA_000194,ABBFA_000716,3,1.0,0.21074795080531963,0.0
ABBFA_000194,xth,3,1.0,0.1049365613573404,0.0
ABBFA_000195,ABBFA_000196,3,1.0,0.5681487549499715,0.0
ABBFA_000195,ABBFA_000695,3,1.0,-0.10554373050364023,0.0
ABBFA_000196,ABBFA_000197,3,1.0,0.14522305514543918,0.0
ABBFA_000196,ABBFA_000255,3,1.0,0.13996782771961058,0.0
ABBFA_000198,gabT,3,1.0,0.7230359081245372,0.0
ABBFA_000201,ABBFA_000261,3,1.0,0.11763908019981197,0.0
ABBFA_000201,gabT,3,1.0,0.1442905261076897,0.0
ABBFA_000203,ABBFA_000639,3,1.0,0.23726563170508647,0.0
ABBFA_000203,ABBFA_000698,2,0.6666666666666666,0.10325326714376183,0.0
ABBFA_000205,ABBFA_000206,3,1.0,0.11617139023678057,0.0
ABBFA_000205,accD,3,1.0,0.1125936531055158,0.0
ABBFA_000242,ABBFA_000281,3,1.0,0.15682061812247192,0.0
ABBFA_000242,ABBFA_000471,3,1.0,0.26836408867653233,0.0
ABBFA_000252,ABBFA_000398,2,0.6666666666666666,0.10901887885228151,0.0
ABBFA_000252,ABBFA_000608,3,1.0,0.17136598239843318,0.0
ABBFA_000255,ABBFA_000426,3,1.0,0.12513314600761943,0.0
ABBFA_000255,ABBFA_000505,2,0.6666666666666666,0.11713580004181731,0.0
ABBFA_000259,ABBFA_000470,3,1.0,0.11413074129343202,0.0
ABBFA_000259,ABBFA_000532,2,0.6666666666666666,0.10269080706705092,0.0
ABBFA_000261,ABBFA_000288,3,1.0,0.17338478799965934,0.0
ABBFA_000261,ABBFA_000337,3,1.0,0.15189514336761922,0.0
ABBFA_000261,ABBFA_000476,2,0.6666666666666666,0.11174910941619841,0.0
ABBFA_000261,ABBFA_000598,3,1.0,0.1272830922604961,0.0
ABBFA_000262,ABBFA_000660,2,0.6666666666666666,0.10920455277448853,0.0
ABBFA_000262,ABBFA_000672,2,0.6666666666666666,0.10500578590630474,0.0
ABBFA_000263,ABBFA_000107,3,1.0,0.10756711272586965,0.0
ABBFA_000263,ABBFA_000744,2,0.6666666666666666,0.10213742772141479,0.0
ABBFA_000264,ABBFA_000461,2,0.6666666666666666,0.11032720806295773,0.0
ABBFA_000266,ABBFA_000614,3,1.0,0.1355952204217048,0.0
ABBFA_000268,ABBFA_000011,2,0.6666666666666666,-0.10602203429329991,0.0
ABBFA_000268,ABBFA_000108,2,0.6666666666666666,0.11400921196600747,0.0
ABBFA_000268,ABBFA_000243,2,0.6666666666666666,0.10472438925411326,0.0
ABBFA_000268,uraH,2,0.6666666666666666,0.11915338060437575,0.0
ABBFA_000280,ABBFA_000297,2,0.6666666666666666,0.10534947872147814,0.0
ABBFA_000281,ABBFA_000307,3,1.0,0.14731246824895383,0.0
ABBFA_000281,ABBFA_000471,3,1.0,0.2844755440988781,0.0
ABBFA_000284,ABBFA_000180,3,1.0,0.12407198546233832,0.0
ABBFA_000284,ABBFA_000671,3,1.0,0.10386039960776625,0.0
ABBFA_000284,gltA,3,1.0,0.12077286082033785,0.0
ABBFA_000288,ABBFA_000280,3,1.0,-0.10645809626135173,0.0
ABBFA_000289,ABBFA_000383,2,0.6666666666666666,0.12117576969326435,0.0
ABBFA_000289,ABBFA_000460,2,0.6666666666666666,0.10824974421880745,0.0
ABBFA_000289,phoB,3,1.0,0.10933447316337629,0.0
ABBFA_000289,thrH,2,0.6666666666666666,0.10991028623721921,0.0
ABBFA_000295,ABBFA_000527,3,1.0,0.11548399379667122,0.0
ABBFA_000296,ABBFA_000297,3,1.0,0.4799168432326765,0.0
ABBFA_000296,ABBFA_000298,3,1.0,0.1879370781052864,0.0
ABBFA_000297,ABBFA_000298,3,1.0,0.33390193052685807,0.0
ABBFA_000301,ABBFA_000775,3,1.0,0.15188362395815766,0.0
ABBFA_000302,ABBFA_000259,3,1.0,0.12572615025327508,0.0
ABBFA_000302,ABBFA_000307,3,1.0,0.11736843759608659,0.0
ABBFA_000302,ABBFA_000398,3,1.0,0.12922993511605588,0.0
ABBFA_000302,ABBFA_000408,3,1.0,-0.1132129087303837,0.0
ABBFA_000302,ABBFA_000470,3,1.0,0.1501844783701532,0.0
ABBFA_000302,ABBFA_000502,2,0.6666666666666666,0.11029624473386188,0.0
ABBFA_000302,ABBFA_000660,3,1.0,0.165742279426991,0.0
ABBFA_000302,ABBFA_000690,3,1.0,0.180758434280541,0.0
ABBFA_000310,ABBFA_000175,3,1.0,0.18443553386805725,0.0
ABBFA_000310,ABBFA_000176,3,1.0,0.27095547761670397,0.0
ABBFA_000310,ABBFA_000290,3,1.0,0.11383345082447893,0.0
ABBFA_000310,ABBFA_000598,3,1.0,0.11066102680828462,0.0
ABBFA_000319,ABBFA_000647,3,1.0,0.1724247169154661,0.0
ABBFA_000320,ABBFA_000321,3,1.0,0.17575908994696893,0.0
ABBFA_000320,ABBFA_000322,3,1.0,0.12288067990392029,0.0
ABBFA_000320,ABBFA_000323,3,1.0,0.15573554911280627,0.0
ABBFA_000320,ABBFA_000649,3,1.0,0.21905184335221808,0.0
ABBFA_000320,ABBFA_000651,2,0.6666666666666666,0.11539758610616882,0.0
ABBFA_000321,ABBFA_000322,3,1.0,0.22408973325620163,0.0
ABBFA_000321,ABBFA_000650,3,1.0,0.11153444639773982,0.0
ABBFA_000322,ABBFA_000323,3,1.0,0.13303615799700524,0.0
ABBFA_000323,ABBFA_000651,3,1.0,0.1685333569101792,0.0
ABBFA_000327,ABBFA_000328,3,1.0,0.29410339928151835,0.0
ABBFA_000330,ABBFA_000383,3,1.0,0.20947034233091247,0.0
ABBFA_000330,ABBFA_000579,3,1.0,0.12566229597206527,0.0
ABBFA_000330,ABBFA_000597,2,0.6666666666666666,0.11059408588816874,0.0
ABBFA_000330,ABBFA_000783,3,1.0,0.13109776789458066,0.0
ABBFA_000336,ABBFA_000158,3,1.0,0.22366207905246432,0.0
ABBFA_000336,ABBFA_000718,3,1.0,0.14691307299929146,0.0
ABBFA_000337,ABBFA_000638,3,1.0,0.10575493905702674,0.0
ABBFA_000337,thrH,3,1.0,0.12649490111606504,0.0
ABBFA_000338,ABBFA_000616,2,0.6666666666666666,0.11134304068682893,0.0
ABBFA_000342,ABBFA_000256,2,0.6666666666666666,0.10763027056729689,0.0
ABBFA_000342,ABBFA_000347,3,1.0,0.13390003546902435,0.0
ABBFA_000343,ABBFA_000342,3,1.0,0.12219947399578361,0.0
ABBFA_000343,ABBFA_000344,3,1.0,0.22224134185573494,0.0
ABBFA_000344,ABBFA_000646,3,1.0,0.1327428828095775,0.0
ABBFA_000347,ABBFA_000387,3,1.0,0.10632153794712274,0.0
ABBFA_000352,ABBFA_000465,3,1.0,0.13518176771728174,0.0
ABBFA_000352,ABBFA_000639,3,1.0,0.139150827631107,0.0
ABBFA_000353,ABBFA_000267,3,1.0,0.11810680913095674,0.0
ABBFA_000353,ABBFA_000352,2,0.6666666666666666,0.10346254146380947,0.0
ABBFA_000353,acsA,2,0.6666666666666666,0.10818541054099125,0.0
ABBFA_000355,ABBFA_000713,3,1.0,0.10571466788129721,0.0
ABBFA_000356,ABBFA_000090,2,0.6666666666666666,0.1112049289437475,0.0
ABBFA_000356,ABBFA_000386,3,1.0,0.18475582322830694,0.0
ABBFA_000356,ABBFA_000427,2,0.6666666666666666,0.12044241404647149,0.0
ABBFA_000357,ABBFA_000358,2,0.6666666666666666,0.11450799916650574,0.0
ABBFA_000362,ABBFA_000255,3,1.0,0.12698419125941127,0.0
ABBFA_000362,ABBFA_000493,3,1.0,0.12598656924946444,0.0
ABBFA_000362,ABBFA_000753,3,1.0,0.11364053423628566,0.0
ABBFA_000362,parE,2,0.6666666666666666,0.11132449551586768,0.0
ABBFA_000363,ABBFA_000362,3,1.0,0.16362316823725087,0.0
ABBFA_000365,ABBFA_000623,3,1.0,0.24047491296754378,0.0
ABBFA_000367,ABBFA_000385,3,1.0,0.12890609455823338,0.0
ABBFA_000367,ABBFA_000598,3,1.0,0.1339029159995133,0.0
ABBFA_000367,ABBFA_000698,3,1.0,0.10893348645927013,0.0
ABBFA_000369,ABBFA_000138,3,1.0,0.11749323376609232,0.0
ABBFA_000369,ABBFA_000194,3,1.0,0.13612685875267366,0.0
ABBFA_000369,ABBFA_000681,2,0.6666666666666666,0.11040785320555724,0.0
ABBFA_000371,ABBFA_000577,3,1.0,0.3003235299940308,0.0
ABBFA_000376,ABBFA_000377,3,1.0,0.1309937466928768,0.0
ABBFA_000376,astB,2,0.6666666666666666,0.1073003005654562,0.0
ABBFA_000377,astA,3,1.0,0.17931680134492003,0.0
ABBFA_000377,astB,3,1.0,0.11668954615643272,0.0
ABBFA_000377,astD,3,1.0,0.14793809746487285,0.0
ABBFA_000382,ABBFA_000484,2,0.6666666666666666,0.12091553951937435,0.0
ABBFA_000382,lolA,3,1.0,0.2981172015798895,0.0
ABBFA_000383,ABBFA_000384,3,1.0,0.2521031997381481,0.0
ABBFA_000386,ABBFA_000364,3,1.0,0.13252236389308053,0.0
ABBFA_000386,ABBFA_000385,3,1.0,0.11086690015079062,0.0
ABBFA_000386,bfr,3,1.0,0.15365528101868342,0.0
ABBFA_000388,ABBFA_000175,3,1.0,0.12042151717890678,0.0
ABBFA_000388,ABBFA_000389,3,1.0,0.13366884357959422,0.0
ABBFA_000395,ABBFA_000123,3,1.0,0.30362180317934917,0.0
ABBFA_000395,ABBFA_000365,3,1.0,0.1411401715011934,0.0
ABBFA_000395,ABBFA_000396,3,1.0,0.44754602833979207,0.0
ABBFA_000395,ABBFA_000397,3,1.0,0.16415893565819212,0.0
ABBFA_000395,parE,3,1.0,0.13686134293195087,0.0
ABBFA_000397,ABBFA_000187,3,1.0,0.1315512232862436,0.0
ABBFA_000397,ABBFA_000389,2,0.6666666666666666,-0.13467541520724213,0.0
ABBFA_000397,ABBFA_000480,3,1.0,0.10713760179280503,0.0
ABBFA_000397,ABBFA_000617,3,1.0,0.12422690948127275,0.0
ABBFA_000398,ABBFA_000382,3,1.0,0.11418738704649657,0.0
ABBFA_000398,ABBFA_000389,3,1.0,0.1611975820328651,0.0
ABBFA_000398,ABBFA_000427,2,0.6666666666666666,0.12098835774408032,0.0
ABBFA_000400,ABBFA_000576,3,1.0,0.1525274879742049,0.0
ABBFA_000408,ABBFA_000023,3,1.0,0.14483964806193056,0.0
ABBFA_000408,ABBFA_000398,2,0.6666666666666666,0.11028060557616257,0.0
ABBFA_000408,ABBFA_000710,3,1.0,0.11688763535456122,0.0
ABBFA_000408,ABBFA_000753,3,1.0,0.1842820234021218,0.0
ABBFA_000409,ABBFA_000410,3,1.0,0.18595123225473975,0.0
ABBFA_000410,ABBFA_000411,3,1.0,0.12718296759964023,0.0
ABBFA_000411,ABBFA_000412,3,1.0,0.1537306791703877,0.0
ABBFA_000412,ABBFA_000484,3,1.0,0.14549951324254337,0.0
ABBFA_000412,ABBFA_000578,3,1.0,0.1270847868658405,0.0
ABBFA_000412,ABBFA_000600,3,1.0,0.11474949867736974,0.0
ABBFA_000413,ABBFA_000015,2,0.6666666666666666,0.11456419423969014,0.0
ABBFA_000413,ABBFA_000398,3,1.0,0.17553753841851877,0.0
ABBFA_000413,ABBFA_000412,3,1.0,0.2339562208539182,0.0
ABBFA_000413,ABBFA_000573,3,1.0,0.11378827111520941,0.0
ABBFA_000413,ABBFA_000660,3,1.0,0.12198490105851771,0.0
ABBFA_000425,ABBFA_000427,3,1.0,0.14815330590164838,0.0
ABBFA_000426,ABBFA_000427,3,1.0,0.5862109355254961,0.0
ABBFA_000432,ABBFA_000433,3,1.0,0.16510555102353713,0.0
ABBFA_000432,rplB,3,1.0,0.11771695263383444,0.0
ABBFA_000433,rplB,2,0.6666666666666666,0.10734129797448778,0.0
ABBFA_000433,rplR,3,1.0,0.15569126578740308,0.0
ABBFA_000433,rpsS,3,1.0,0.21987196853891475,0.0
ABBFA_000434,ABBFA_000432,3,1.0,0.11714906691664347,0.0
ABBFA_000434,rpmC,3,1.0,0.20748463474071788,0.0
ABBFA_000441,rplP,3,1.0,0.17124974449964417,0.0
ABBFA_000441,rpsC,3,1.0,0.11674358154153527,0.0
ABBFA_000444,rpsE,3,1.0,0.11458709391150985,0.0
ABBFA_000445,ABBFA_000446,3,1.0,0.11310024959636014,0.0
ABBFA_000445,rplX,3,1.0,0.11973615977999766,0.0
ABBFA_000446,rplX,3,1.0,0.1112942147846174,0.0
ABBFA_000463,ABBFA_000098,2,0.6666666666666666,0.10693113000129748,0.0
ABBFA_000463,ABBFA_000464,3,1.0,0.22125200346301926,0.0
ABBFA_000463,ABBFA_000465,2,0.6666666666666666,0.11542559090875568,0.0
ABBFA_000464,ABBFA_000078,3,1.0,0.10967077215974881,0.0
ABBFA_000464,ABBFA_000465,3,1.0,0.19894890510779123,0.0
ABBFA_000465,ABBFA_000400,3,1.0,0.22342129014065876,0.0
ABBFA_000466,ABBFA_000467,3,1.0,0.14200947193947586,0.0
ABBFA_000466,ABBFA_000468,3,1.0,0.12087147902643251,0.0
ABBFA_000467,ABBFA_000468,3,1.0,0.16310421373992653,0.0
ABBFA_000471,ABBFA_000307,2,0.6666666666666666,0.10770635521886895,0.0
ABBFA_000471,ABBFA_000660,3,1.0,0.18964333769006828,0.0
ABBFA_000474,ABBFA_000266,3,1.0,0.107703135366009,0.0
ABBFA_000474,ABBFA_000509,2,0.6666666666666666,-0.11002452303066608,0.0
ABBFA_000486,ABBFA_000545,3,1.0,0.13770766439185264,0.0
ABBFA_000493,ABBFA_000640,2,0.6666666666666666,0.10759093420315442,0.0
ABBFA_000493,ABBFA_000658,3,1.0,0.11059007372763709,0.0
ABBFA_000493,ABBFA_000782,3,1.0,0.12460597430395402,0.0
ABBFA_000494,ABBFA_000407,2,0.6666666666666666,0.10532423560373984,0.0
ABBFA_000494,ABBFA_000468,3,1.0,0.17287151873980036,0.0
ABBFA_000494,ABBFA_000750,3,1.0,0.15311465540560204,0.0
ABBFA_000494,bfr,3,1.0,0.11230587996979517,0.0
ABBFA_000502,ABBFA_000503,3,1.0,0.14683782477988422,0.0
ABBFA_000502,ABBFA_000504,3,1.0,0.10814491534648024,0.0
ABBFA_000502,ABBFA_000618,3,1.0,0.12621139284854546,0.0
ABBFA_000504,ABBFA_000019,2,0.6666666666666666,0.10687585351021689,0.0
ABBFA_000506,ABBFA_000507,3,1.0,0.21185471815242812,0.0
ABBFA_000506,ABBFA_000508,3,1.0,0.11578550245929045,0.0
ABBFA_000506,ABBFA_000509,3,1.0,0.1324270355117632,0.0
ABBFA_000506,ABBFA_000510,3,1.0,0.10112879225363482,0.0
ABBFA_000507,ABBFA_000508,3,1.0,0.12905676481961725,0.0
ABBFA_000507,ABBFA_000509,3,1.0,0.14510233271651993,0.0
ABBFA_000507,ABBFA_000510,2,0.6666666666666666,0.10817606150354359,0.0
ABBFA_000508,ABBFA_000509,3,1.0,0.14697287074957685,0.0
ABBFA_000509,ABBFA_000510,2,0.6666666666666666,0.11740748935689671,0.0
ABBFA_000510,ABBFA_000511,3,1.0,0.11518633289037794,0.0
ABBFA_000515,rpmA,3,1.0,0.19527624768347038,0.0
ABBFA_000527,ABBFA_000602,2,0.6666666666666666,0.10528996056593157,0.0
ABBFA_000532,ABBFA_000650,3,1.0,0.14593236671912063,0.0
ABBFA_000554,ABBFA_000273,3,1.0,0.1018545377511315,0.0
ABBFA_000554,acsA,3,1.0,0.15146342999200302,0.0
ABBFA_000554,phoB,2,0.6666666666666666,0.11683998092401598,0.0
ABBFA_000570,ABBFA_000295,2,0.6666666666666666,-0.10973538157801534,0.0
ABBFA_000575,ABBFA_000619,3,1.0,0.10709843609887904,0.0
ABBFA_000576,ABBFA_000575,3,1.0,0.133046962704549,0.0
ABBFA_000577,ABBFA_000484,3,1.0,0.12633485426475344,0.0
ABBFA_000577,ABBFA_000573,3,1.0,0.4797150414150395,0.0
ABBFA_000577,ABBFA_000622,3,1.0,0.12175073454523619,0.0
ABBFA_000579,ABBFA_000411,3,1.0,0.1490471713508889,0.0
ABBFA_000579,ABBFA_000412,3,1.0,0.13078629437834396,0.0
ABBFA_000579,ABBFA_000578,3,1.0,0.13693940890153522,0.0
ABBFA_000585,ABBFA_000389,2,0.6666666666666666,0.1252890515266472,0.0
ABBFA_000590,ABBFA_000330,3,1.0,0.16295134789909027,0.0
ABBFA_000590,ABBFA_000459,3,1.0,0.1443206488333876,0.0
ABBFA_000590,ABBFA_000579,3,1.0,0.1288694042064228,0.0
ABBFA_000594,ABBFA_000330,2,0.6666666666666666,0.11257583401312682,0.0
ABBFA_000594,ABBFA_000579,3,1.0,0.19307249799607276,0.0
ABBFA_000594,ABBFA_000597,3,1.0,0.10466624537023717,0.0
ABBFA_000597,ABBFA_000019,2,0.6666666666666666,0.11650547916106924,0.0
ABBFA_000598,ABBFA_000290,3,1.0,0.20848407526091992,0.0
ABBFA_000608,ABBFA_000775,2,0.6666666666666666,0.10137681492609352,0.0
ABBFA_000613,ABBFA_000322,2,0.6666666666666666,-0.10482991807411607,0.0
ABBFA_000614,ABBFA_000612,3,1.0,0.15853529101926686,0.0
ABBFA_000615,ABBFA_000616,3,1.0,0.31384020126803935,0.0
ABBFA_000615,ABBFA_000638,3,1.0,0.16111096834855632,0.0
ABBFA_000615,ABBFA_000666,2,0.6666666666666666,0.10305398384606401,0.0
ABBFA_000616,ABBFA_000574,2,0.6666666666666666,0.11439253038132972,0.0
ABBFA_000618,ABBFA_000182,3,1.0,0.10781836329880501,0.0
ABBFA_000618,ABBFA_000383,3,1.0,0.11924401411609568,0.0
ABBFA_000618,ABBFA_000385,3,1.0,0.3205458958963831,0.0
ABBFA_000618,ABBFA_000400,3,1.0,0.12407444147829641,0.0
ABBFA_000618,ABBFA_000493,2,0.6666666666666666,0.11304468543454402,0.0
